president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,All polls,10/20/2021,4/30/2021,5/2/2021,Morning Consult,B,2200,a,0.08569582,0,53,39,51.531477,42.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/12110511/2104154_crosstabs_MC_HEALTH_VACCINE_INCENTIVE_Adults_v1_NP.pdf,74792,142310,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,4/29/2021,5/3/2021,AP-NORC,,1842,a,1.9517765,0,63,36,59.39118,36.292755,,,https://apnorc.org/projects/biden-continues-to-hold-on-to-high-approval-ratings/?utm_source=rss&utm_medium=rss&utm_campaign=biden-continues-to-hold-on-to-high-approval-ratings,74781,142073,5/10/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,4/29/2021,5/5/2021,Morning Consult,B,15000,a,0.08652077,0,56,36,54.531477,39.191212,,T,https://morningconsult.com/form/global-leader-approval/,74793,142311,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,4/30/2021,5/3/2021,Morning Consult,B,2200,a,0.088828,0,55,37,53.531477,40.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/21180312/2104156_crosstabs_MC_BRANDS_Adults_v1_NP-1.pdf,74753,142506,5/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/1/2021,5/3/2021,Morning Consult,B,2200,a,0.088828,0,57,36,55.531477,39.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/06145311/2104159_crosstabs_ADWEEK_OLYMPICS_Adults_v1.pdf,74780,142072,5/10/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,4/30/2021,5/6/2021,Trafalgar Group,A-,1574,lv,2.2577503,0,48.3,47.5,50.106602,44.826474,,,https://thetrafalgargroup.org/COSA-National-Trump-Biden-24-Report.pdf,74789,142302,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/1/2021,5/4/2021,YouGov,B+,1500,a,0.80814283,0,48,42,49.352119,42.463244,,,https://docs.cdn.yougov.com/lftymxzxfl/econTabReport.pdf,74759,141730,5/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/2/2021,5/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,50,47,52.386041,40.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74758,141684,5/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,4/30/2021,5/6/2021,Morning Consult,B,15000,a,0.09071008,0,56,36,54.531477,39.191212,,T,https://morningconsult.com/form/global-leader-approval/,74794,142312,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/3/2021,5/4/2021,HarrisX,B+,939,rv,0.60523168,0,60,40,55.662909,41.025437,,,https://thehill.com/hilltv/what-americas-thinking/552001-poll-biden-approval-dips-when-it-comes-to-immigration,74779,142068,5/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/3/2021,5/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,51,47,53.386041,40.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74766,141932,5/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/1/2021,5/7/2021,Morning Consult,B,15000,a,0.09528803,0,56,36,54.531477,39.191212,,T,https://morningconsult.com/form/global-leader-approval/,74795,142313,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/4/2021,5/6/2021,Morning Consult,B,2200,a,0.09854781,0,56,38,54.531477,41.191212,,,https://morningconsult.com/2021/05/24/social-media-travel-influencers/,74840,142505,5/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/4/2021,5/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,51,47,53.386041,40.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74774,141940,5/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/2/2021,5/8/2021,Morning Consult,B,15000,a,0.09598813,0,55,36,53.531477,39.191212,,T,https://morningconsult.com/form/global-leader-approval/,74796,142314,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/4/2021,5/5/2021,Ipsos,B-,1005,a,0.62542127,0,55,38,53.814057,38.961727,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2005%202021.pdf,74761,141922,5/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/3/2021,5/9/2021,Morning Consult,B,15000,a,0.09681295,0,55,36,53.531477,39.191212,,T,https://morningconsult.com/form/global-leader-approval/,74797,142315,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/4/2021,5/7/2021,Marist College,A,1249,a,1.9408574,0,53,41,54.006976,40.776955,,,http://maristpoll.marist.edu/wp-content/uploads/2021/05/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202105120816-2.pdf#page=3,74808,142347,5/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/5/2021,5/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,50,48,52.386041,41.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74782,142247,5/10/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/4/2021,5/10/2021,Morning Consult,B,15000,a,0.09732895,0,55,37,53.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74798,142316,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/6/2021,5/9/2021,Morning Consult,B,2200,a,0.10017123,0,55,39,53.531477,42.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/18093706/210530_crosstabs_HOLLYWOOD_Adults_v1_AUTO.pdf,74813,142364,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/7/2021,5/9/2021,Léger,B/C,1003,a,0.8802029,0,52,38,52.032698,37.963538,,,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-10th-2021.pdf,74784,142251,5/11/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/6/2021,5/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,50,48,52.386041,41.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74785,142252,5/11/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/6/2021,5/10/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,0.8181891,0,55,41,54.434811,40.086356,,,https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-May-Tracker-1-Topline-F05.10.21-PR.pdf,74786,142253,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/5/2021,5/11/2021,Morning Consult,B,15000,a,0.09756938,0,55,37,53.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74799,142317,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/7/2021,5/9/2021,Morning Consult,B,2200,a,0.10017123,0,55,39,53.531477,42.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/12160240/210541_crosstabs_MC_ENTERTAINMENT_Adults.pdf,74783,142309,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/8/2021,5/9/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.2486041,0,52,36,52.341559,40.810805,,,https://redfieldandwiltonstrategies.com/bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders/?utm_source=rss&utm_medium=rss&utm_campaign=bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders,74805,142339,5/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/6/2021,5/12/2021,Morning Consult,B,15000,a,0.09886977,0,55,37,53.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74821,142444,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/9/2021,5/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,48,50,50.386041,43.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74790,142305,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/7/2021,5/13/2021,Morning Consult,B,15000,a,0.09987278,0,54,37,52.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74822,142445,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/8/2021,5/11/2021,YouGov,B+,1500,a,0.83991213,0,51,39,52.352119,39.463244,,,https://docs.cdn.yougov.com/zqplrjlj3n/econTabReport.pdf,74788,142274,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/8/2021,5/11/2021,Civiqs,B-,1464,rv,1.4802604,0,48,46,50.155084,43.595167,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2021_05_q61458.pdf,74787,142270,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/8/2021,5/14/2021,Morning Consult,B,15000,a,0.10060216,0,54,37,52.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74823,142446,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/3/2021,5/18/2021,Gallup,B+,1016,a,1.5359025,0,54,40,53.551087,39.153357,,,https://news.gallup.com/poll/350129/biden-congress-approval-ratings-steady.aspx,74833,142463,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/10/2021,5/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,50,48,52.386041,41.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74800,142328,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/9/2021,5/15/2021,Morning Consult,B,15000,a,0.10135481,0,54,37,52.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74824,142447,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/11/2021,5/13/2021,YouGov,B+,1561,a,0.88137759,0,49,40,50.352119,40.463244,,,https://docs.cdn.yougov.com/lydd14trrl/20210513_yahoo_vaccine_tabs.pdf,74810,142354,5/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/11/2021,5/12/2021,Ipsos,B-,1005,a,0.67390961,0,56,38,54.814057,38.961727,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Reuters%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2013%202021.pdf,74801,142329,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/11/2021,5/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,49,50,51.386041,43.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74804,142338,5/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/10/2021,5/16/2021,Morning Consult,B,15000,a,0.10089639,0,54,37,52.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74825,142448,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/12/2021,5/15/2021,Morning Consult,B,2200,a,0.10262345,0,56,38.5,54.531477,41.691212,*,,https://morningconsult.com/2021/05/18/nba-fan-poll-play-in-tournament/,74815,142366,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/11/2021,5/17/2021,Morning Consult,B,15000,a,0.09995791,0,54,37,52.531477,40.191212,,T,https://morningconsult.com/form/global-leader-approval/,74826,142449,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/12/2021,5/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,51,48,53.386041,41.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74809,142352,5/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/13/2021,5/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,50,48,52.386041,41.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74811,142359,5/18/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/12/2021,5/18/2021,Morning Consult,B,15000,a,0.09916313,0,54,38,52.531477,41.191212,,T,https://morningconsult.com/form/global-leader-approval/,74827,142450,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/12/2021,5/18/2021,McLaughlin & Associates,C/D,1000,lv,0.76990828,0,56,43,54.604953,42.028788,,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/05/National-Monthly-Omnibus-MAY-Release-1.pdf,74819,142423,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/14/2021,5/16/2021,Morning Consult,B,2200,a,0.10180748,0,56,36,54.531477,39.191212,,,https://morningconsult.com/2021/05/20/gas-prices-electric-vehicles-poll/,74820,142443,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/14/2021,5/17/2021,Morning Consult,B,2200,a,0.1016663,0,56,38,54.531477,41.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/17165355/210578_crosstabs_MC_HEALTH_Adults_v1_SH-1.pdf,74814,142365,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/14/2021,5/17/2021,Echelon Insights,B/C,1132,rv,1.279974,0,56,42,55.060041,41.568244,,,https://echeloninsights.com/in-the-news/may-omnibus-political/,74836,142476,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/13/2021,5/19/2021,Morning Consult,B,15000,a,0.09902562,0,54,38,52.531477,41.191212,,T,https://morningconsult.com/form/global-leader-approval/,74856,142613,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/14/2021,5/17/2021,Morning Consult,B,1992,rv,0.09205421,0,54,42,52.531477,45.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/19073309/210579_crosstabs_POLITICO_RVs_v1_SH.pdf,74816,142367,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/16/2021,5/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,51,48,53.386041,41.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74818,142422,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/15/2021,5/18/2021,YouGov,B+,1500,a,0.87359714,0,51,41,52.352119,41.463244,,,https://docs.cdn.yougov.com/hhr4zbf09s/econTabReport.pdf,74817,142394,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/14/2021,5/20/2021,Morning Consult,B,15000,a,0.09940851,0,54,38,52.531477,41.191212,,T,https://morningconsult.com/form/global-leader-approval/,74857,142614,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/17/2021,5/19/2021,Morning Consult,B,2200,a,0.10244726,0,57,38,55.531477,41.191212,,,https://assets.morningconsult.com/wp-uploads/2021/06/21183910/210581_crosstabs_MC_FINANCE_ESGS_Adults_v1_LM.pdf,74984,142907,6/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/17/2021,5/19/2021,HarrisX,B+,1889,rv,1.3036166,0,60,40,55.662909,41.025437,,,https://thehill.com/hilltv/what-americas-thinking/554855-poll-60-percent-approve-of-biden-as-president,74839,142501,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/15/2021,5/21/2021,Morning Consult,B,15000,a,0.09978629,0,54,38,52.531477,41.191212,,T,https://morningconsult.com/form/global-leader-approval/,74858,142615,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/17/2021,5/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,52,46,54.386041,39.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74829,142453,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/17/2021,5/20/2021,American Research Group,C+,1100,a,1.1012644,0,57,37,55.317584,38.519568,,,https://americanresearchgroup.com/economy/,74837,142480,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/18/2021,5/20/2021,Morning Consult,B,1994,rv,0.09378781,0,59,38,57.531477,41.191212,,,https://assets.morningconsult.com/wp-uploads/2021/06/01103557/210582_crosstabs_MC_WASHINGTON_RVs_v1_SH.pdf,74876,142658,6/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/16/2021,5/22/2021,Morning Consult,B,15000,a,0.10078931,0,54,39,52.531477,42.191212,,T,https://morningconsult.com/form/global-leader-approval/,74859,142616,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/18/2021,5/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,52,46,54.386041,39.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74834,142469,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/20/2021,5/20/2021,John Zogby Strategies/EMI Research Solutions,B/C,1011,lv,1.2352472,0,59,40,57.422491,40.59937,,,https://johnzogbystrategies.com/the-zogby-report-real-and-unscripted-episode-69-05-21-21/,74838,142500,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/19/2021,5/20/2021,Ipsos,B-,1004,a,0.67659771,0,56,39,54.814057,39.961727,,,https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-05202021,74831,142458,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/19/2021,5/20/2021,Harris Poll,B+,973,rv,0.67884971,0,61.5,37,57.162909,38.025437,*,,https://drive.google.com/file/d/1sfco26GFice4F9rXB58xLSMjM7-w-NqM/view,74844,142515,5/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/17/2021,5/23/2021,Morning Consult,B,15000,a,0.10178647,0,54,39,52.531477,42.191212,,T,https://morningconsult.com/form/global-leader-approval/,74860,142617,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/19/2021,5/22/2021,Morning Consult,B,2200,a,0.1055455,0,56,38,54.531477,41.191212,,,https://assets.morningconsult.com/wp-uploads/2021/06/16171008/210591_crosstabs_MC_ENTERTAINMENT_AVOD_STREAMING_Adults_v1_NP.pdf,74962,142820,6/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/19/2021,5/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,54,43,56.386041,36.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74842,142513,5/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/18/2021,5/24/2021,Morning Consult,B,15000,a,0.10280406,0,54,39,52.531477,42.191212,,T,https://morningconsult.com/form/global-leader-approval/,74861,142618,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/18/2021,5/24/2021,Quinnipiac University,A-,1316,a,1.904153,0,49,41,51.71562,40.452973,,,https://poll.qu.edu/poll-release?releaseid=3810,74854,142584,5/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/20/2021,5/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,54,44,56.386041,37.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74848,142548,5/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/20/2021,5/24/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1204,rv,0.98036495,0,53,44,52.434811,43.086356,,,https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-Toplines-05.25.2021.pdf,74849,142549,5/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/21/2021,5/23/2021,Léger,B/C,1002,a,0.87266939,0,51,38,51.032698,37.963538,,,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-25th-2021_v2.pdf,74850,142550,5/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/19/2021,5/25/2021,Morning Consult,B,15000,a,0.10452232,0,54,38,52.531477,41.191212,,T,https://morningconsult.com/form/global-leader-approval/,74862,142619,5/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,0.10896276,0,54,39,52.531477,42.191212,,,https://morningconsult.com/2021/06/01/ad-supported-streaming-services/,74871,142651,6/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/20/2021,5/26/2021,Morning Consult,B,15000,a,0.10613256,0,54,38,52.531477,41.191212,,T,https://morningconsult.com/form/global-leader-approval/,74880,142676,6/3/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,0.10896276,0,55,40,53.531477,43.191212,,,https://assets.morningconsult.com/wp-uploads/2021/05/25072929/210595_crosstabs_POLITICO_Adults_v1_SH.pdf,74845,142516,5/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,5/22/2021,5/25/2021,YouGov,B+,1500,a,0.87774726,0,52,39,53.352119,39.463244,,,https://docs.cdn.yougov.com/pxuc7wjg52/econTabReport.pdf,74851,142551,5/26/2021,10/20/2021 16:59
